study_hours_per_week,attendance_rate,midterm_score,homework_avg_score,sleep_hours_per_night,time_on_social_media_min_per_day,gender,commute_time_minutes,has_part_time_job,favorite_music_genre,final_exam_score
11.7,0.7,51.0,36.0,4.9,256.0,0.0,12.0,1.0,calm,71.0
19.8,0.65,79.0,62.0,5.2,294.0,1.0,27.0,1.0,calm,88.0
9.7,0.62,85.0,54.0,8.2,204.0,0.0,43.0,0.0,calm,81.0
16.6,0.67,48.0,43.0,6.0,35.0,0.0,55.0,1.0,calm,81.0
13.0,0.68,45.0,57.0,4.1,258.0,1.0,77.0,0.0,calm,69.0
34.1,0.87,73.0,52.0,10.0,48.0,1.0,74.0,0.0,calm,100.0
7.0,0.7,54.0,43.0,7.9,262.0,0.0,79.0,0.0,calm,70.0
12.1,0.58,55.0,59.0,7.2,91.0,0.0,76.0,1.0,energetic,73.0
34.3,1.0,158.579390776651,67.0,5.7,-262.7246957687503,1.0,29.0,0.0,energetic,100.0
31.3,0.93,84.0,57.0,5.3,82.0,0.0,29.0,0.0,energetic,100.0
38.1,0.89,41.0,47.0,6.2,71.0,0.0,43.0,1.0,energetic,93.0
15.5,0.79,78.0,55.0,6.0,163.0,0.0,46.0,1.0,calm,85.0
19.2,0.59,46.0,60.0,6.5,149.0,0.0,77.0,0.0,calm,82.0
26.8,0.78,81.0,52.0,9.6,38.0,1.0,43.0,1.0,energetic,98.0
12.5,0.65,44.0,52.0,6.2,181.0,1.0,21.0,1.0,calm,73.0
33.1,0.67,47.0,44.0,6.2,71.0,0.0,-71.524340247672,1.0,energetic,93.0
20.5,0.6,95.0,57.0,9.3,247.0,1.0,7.0,1.0,energetic,88.0
6.8,0.54,55.0,60.0,8.7,237.0,1.0,32.0,1.0,energetic,67.0
26.6,0.89,55.0,40.0,9.1,114.0,0.0,24.0,1.0,energetic,89.0
5.0,0.52,91.0,77.0,5.7,32.0,0.0,45.0,0.0,calm,85.0
9.4,0.56,49.0,47.0,5.8,167.0,0.0,38.0,1.0,energetic,63.0
8.1,0.75,93.0,65.0,8.5,250.0,0.0,89.0,1.0,calm,80.0
26.9,0.87,79.0,73.0,7.9,67.0,0.0,15.0,0.0,energetic,100.0
32.8,0.83,92.0,60.0,6.4,192.0,1.0,44.0,0.0,energetic,100.0
5.3,0.48,58.0,57.0,8.2,202.0,0.0,78.0,1.0,energetic,61.0
24.9,0.81,47.0,49.0,5.4,147.0,0.0,36.0,0.0,calm,80.0
5.0,0.58,57.0,61.0,9.5,268.0,0.0,41.0,0.0,calm,64.0
24.7,0.72,63.0,50.0,6.2,236.0,0.0,60.0,0.0,energetic,82.0
35.6,0.98,53.0,65.0,9.7,97.0,1.0,58.0,1.0,energetic,100.0
21.8,0.77,56.0,52.0,7.4,100.0,0.0,12.0,1.0,energetic,83.0
34.6,0.8,63.0,50.0,7.6,128.0,0.0,76.0,1.0,calm,99.0
28.5,0.91,61.0,38.0,6.3,97.0,1.0,8.0,1.0,energetic,91.0
7.4,0.7,42.0,57.0,4.3,75.0,0.0,44.0,0.0,energetic,63.0
30.8,0.87,42.0,62.0,4.9,66.0,0.0,37.0,0.0,energetic,92.0
20.9,0.76,78.0,47.0,7.7,159.0,0.0,11.0,0.0,calm,90.0
21.8,0.62,73.0,53.0,4.1,206.0,1.0,6.0,0.0,energetic,80.0
20.4,0.58,45.0,50.0,9.0,123.0,0.0,18.0,1.0,energetic,75.0
10.4,1.4027228788997075,-0.8188953972731383,47.0,7.0,201.0,0.0,76.0,1.0,calm,71.0
19.4,0.54,57.0,47.0,9.7,197.0,1.0,47.0,1.0,calm,72.0
20.1,0.68,83.0,74.0,4.6,158.0,0.0,35.0,1.0,calm,89.0
6.2,0.61,41.0,46.0,9.5,169.0,0.0,48.0,0.0,calm,61.0
32.8,0.9,61.0,39.0,6.9,183.0,1.0,75.0,1.0,energetic,92.0
11.2,0.75,72.0,50.0,5.3,143.0,0.0,62.0,0.0,calm,80.0
15.1,0.68,85.0,52.0,4.9,236.0,0.0,61.0,1.0,energetic,81.0
18.5,0.75,61.0,46.0,9.5,68.0,0.0,8.0,0.0,energetic,76.0
26.8,0.52,74.0,69.0,8.3,77.0,0.0,82.0,0.0,calm,90.0
22.9,0.84,60.0,55.0,4.4,135.0,0.0,54.0,0.0,energetic,84.0
33.2,0.72,89.0,56.0,7.6,155.0,0.0,52.0,0.0,calm,100.0
14.0,0.82,50.0,49.0,4.3,256.0,0.0,43.0,1.0,calm,75.0
27.6,0.67,59.0,59.0,7.0,127.0,1.0,37.0,0.0,energetic,89.0
15.7,0.64,85.0,68.0,5.1,181.0,1.0,75.0,0.0,energetic,87.0
30.5,0.75,75.0,-5.34183513765737,10.0,275.0,0.0,53.0,0.0,energetic,88.0
31.7,0.94,93.0,75.0,8.1,243.0,0.0,48.0,0.0,energetic,100.0
25.3,0.74,44.0,44.0,6.9,127.0,0.0,36.0,0.0,calm,79.0
7.1,0.61,92.0,51.0,7.2,155.0,0.0,63.0,1.0,calm,76.0
24.7,0.91,78.0,52.0,4.2,164.0,0.0,77.0,0.0,energetic,95.0
30.1,0.9,76.0,67.0,6.9,35.0,0.0,45.0,0.0,calm,100.0
35.5,0.8,90.0,113.98881501943345,9.6,259.0,0.0,32.0,1.0,calm,100.0
5.7,0.74,61.0,67.0,4.4,102.0,1.0,77.0,0.0,energetic,75.0
32.0,0.81,83.0,45.0,8.9,227.0,0.0,46.0,0.0,calm,96.0
32.6,0.74,67.0,56.0,9.7,226.0,1.0,24.0,0.0,energetic,90.0
24.3,0.58,70.0,62.0,8.9,270.0,1.0,7.0,0.0,calm,91.0
7.3,0.66,92.0,77.0,8.1,177.0,0.0,27.0,1.0,calm,89.0
31.7,0.63,47.0,38.0,9.7,143.0,0.0,75.0,0.0,energetic,78.0
29.3,0.82,90.0,74.0,5.2,102.0,0.0,89.0,0.0,energetic,100.0
10.9,0.44,44.0,40.0,9.1,220.0,1.0,68.0,0.0,calm,57.0
15.5,0.7,89.0,57.0,7.0,228.0,1.0,37.0,1.0,energetic,88.0
10.9,0.59,92.0,49.0,9.6,35.0,1.0,64.0,0.0,energetic,85.0
13.4,0.55,63.0,64.0,5.9,147.0,0.0,64.0,0.0,energetic,68.0
29.3,0.82,63.0,50.0,6.3,92.0,1.0,32.0,0.0,energetic,97.0
26.3,0.74,83.0,48.0,8.4,143.0,0.0,18.0,0.0,calm,91.0
16.3,0.58,71.0,60.0,8.5,284.0,1.0,48.0,,energetic,84.0
16.3,0.65,71.0,49.0,7.4,294.0,1.0,59.0,0.0,calm,75.0
36.2,0.89,53.0,62.0,7.6,174.0,1.0,21.0,1.0,calm,100.0
7.5,0.58,51.0,47.0,8.7,168.0,1.0,37.0,0.0,energetic,68.0
6.2,0.36,53.0,61.0,8.0,180.0,1.0,38.0,0.0,energetic,59.0
29.4,0.7,79.0,70.0,8.3,82.0,1.0,39.0,0.0,calm,100.0
18.1,0.7,74.0,45.0,9.7,297.0,0.0,29.0,0.0,calm,84.0
12.7,0.68,48.0,62.0,8.6,67.0,1.0,28.0,0.0,calm,74.0
18.3,0.79,86.0,74.0,7.0,30.0,0.0,17.0,0.0,energetic,98.0
27.7,0.98,43.0,57.0,8.7,180.0,1.0,10.0,1.0,calm,89.0
31.5,0.68,49.0,61.0,5.6,243.0,1.0,65.0,0.0,calm,86.0
34.1,0.87,80.0,58.0,9.1,101.0,1.0,49.0,0.0,energetic,100.0
35.7,0.76,66.0,43.0,6.1,193.0,0.0,7.0,1.0,energetic,92.0
14.9,0.74,49.0,56.0,6.2,89.0,0.0,45.0,1.0,calm,74.0
25.5,0.89,55.0,55.0,8.2,108.0,0.0,25.0,1.0,calm,95.0
22.4,0.61,81.0,48.0,5.6,119.0,0.0,72.0,1.0,calm,92.0
27.0,0.85,81.0,60.0,7.7,138.0,1.0,38.0,0.0,calm,100.0
11.4,0.65,52.0,39.0,5.3,138.0,0.0,7.0,0.0,calm,60.0
7.4,0.55,84.0,67.0,9.5,177.0,1.0,18.0,0.0,energetic,73.0
26.2,0.77,56.0,38.0,9.9,228.0,1.0,39.0,0.0,calm,84.0
10.2,0.5,51.0,62.0,8.0,279.0,0.0,52.0,1.0,calm,69.0
13.9,0.66,72.0,52.0,6.3,256.0,0.0,49.0,0.0,calm,73.0
31.5,0.85,46.0,37.0,9.6,201.0,0.0,54.0,0.0,energetic,83.0
28.2,0.85,48.0,43.0,6.6,285.0,1.0,72.0,1.0,calm,80.0
13.6,0.81,42.0,49.0,4.7,165.0,0.0,18.0,0.0,calm,66.0
12.2,0.69,83.0,54.0,8.4,257.0,1.0,26.0,0.0,calm,80.0
6.9,0.61,71.0,67.0,9.3,153.0,0.0,41.0,0.0,energetic,71.0
,1.0,75.0,65.0,8.7,169.0,1.0,72.0,0.0,calm,100.0
9.3,0.56,73.0,55.0,7.0,134.0,1.0,54.0,1.0,,77.0
36.5,0.84,52.0,43.0,7.4,234.0,0.0,6.0,0.0,energetic,94.0
33.2,0.81,76.0,46.0,7.4,243.0,0.0,46.0,1.0,calm,95.0
8.3,0.76,63.0,48.0,8.6,150.0,0.0,19.0,1.0,energetic,80.0
20.4,0.82,48.0,41.0,6.4,223.0,0.0,35.0,0.0,energetic,74.0
12.5,0.44,77.0,48.0,8.1,258.0,0.0,46.0,0.0,energetic,74.0
36.0,0.93,81.0,70.0,7.7,211.0,1.0,7.0,1.0,calm,100.0
12.6,0.6,76.0,58.0,4.3,159.0,1.0,28.0,1.0,calm,77.0
22.7,0.68,74.0,43.0,6.5,271.0,0.0,87.0,1.0,calm,85.0
30.6,0.83,81.0,54.0,9.5,50.0,0.0,41.0,0.0,energetic,99.0
17.3,0.56,52.0,62.0,-3.077479179709166,161.0,1.0,31.0,0.0,calm,77.0
38.6,1.0,58.0,44.0,6.8,217.0,0.0,56.0,1.0,calm,97.0
27.9,0.94,82.0,65.0,8.2,297.0,0.0,6.0,1.0,calm,100.0
15.9,0.72,52.0,53.0,8.2,287.0,1.0,83.0,1.0,energetic,72.0
20.7,0.94,41.0,54.0,6.1,238.0,0.0,34.0,1.0,calm,83.0
30.4,0.7,87.0,66.0,9.6,203.0,1.0,70.0,1.0,energetic,99.0
33.4,0.82,56.0,38.0,8.1,226.0,0.0,24.0,0.0,energetic,89.0
26.1,0.74,60.0,62.0,8.6,31.0,0.0,25.0,0.0,calm,87.0
12.8,0.48,57.0,47.0,4.8,170.0,1.0,63.0,0.0,calm,68.0
30.5,0.62,58.0,64.0,4.7,112.0,0.0,10.0,0.0,calm,86.0
25.4,0.61,71.0,50.0,8.1,225.0,0.0,7.0,1.0,energetic,86.0
15.0,0.74,78.0,60.0,8.5,173.0,1.0,73.0,0.0,energetic,87.0
34.0,0.82,75.0,71.0,6.2,170.0,0.0,9.0,0.0,calm,97.0
14.2,0.74,81.0,51.0,6.9,277.0,0.0,62.0,0.0,calm,82.0
32.9,0.73,43.0,58.0,5.7,55.0,0.0,63.0,1.0,calm,90.0
17.0,0.58,43.0,44.0,,105.0,1.0,41.0,0.0,calm,72.0
35.4,0.77,91.0,58.0,6.8,176.0,1.0,71.0,1.0,energetic,100.0
5.0,0.5,47.0,61.0,8.5,42.0,0.0,36.0,1.0,energetic,69.0
39.8,0.81,49.0,51.0,5.7,267.0,1.0,52.0,1.0,calm,93.0
16.0,0.7,71.0,42.0,9.2,198.0,0.0,88.0,0.0,energetic,76.0
26.6,0.94,53.0,56.0,6.0,52.0,0.0,78.0,0.0,calm,91.0
13.5,0.67,74.0,43.0,7.2,158.0,1.0,24.0,0.0,calm,86.0
10.7,0.6,60.0,41.0,6.6,93.0,0.0,17.0,1.0,energetic,72.0
27.4,0.7,46.0,53.0,6.5,217.0,0.0,37.0,0.0,energetic,78.0
10.3,0.67,90.0,69.0,7.3,262.0,0.0,66.0,0.0,calm,83.0
25.0,0.77,52.0,60.0,9.4,146.0,0.0,60.0,1.0,energetic,80.0
30.8,0.9,51.0,39.0,8.1,183.0,0.0,85.0,1.0,energetic,87.0
5.7,0.57,43.0,55.0,5.7,215.0,1.0,41.0,0.0,calm,61.0
36.7,0.75,89.0,71.0,4.1,208.0,1.0,19.0,0.0,energetic,100.0
11.0,0.37,48.0,50.0,5.5,133.0,1.0,36.0,0.0,energetic,67.0
12.1,0.61,44.0,60.0,6.0,105.0,1.0,81.0,0.0,energetic,73.0
35.6,0.84,62.0,58.0,8.2,95.0,1.0,65.0,0.0,energetic,100.0
27.0,0.73,45.0,55.0,8.1,271.0,1.0,34.0,1.0,calm,80.0
12.7,0.6,73.0,66.0,4.3,136.0,0.0,73.0,1.0,calm,79.0
9.6,0.67,51.0,39.0,5.4,207.0,0.0,9.0,0.0,energetic,66.0
12.4,0.57,90.0,77.0,4.4,125.0,0.0,8.0,0.0,calm,88.0
26.9,0.9,75.0,57.0,6.0,140.0,1.0,37.0,0.0,calm,100.0
17.1,0.62,75.0,43.0,5.2,78.0,1.0,54.0,1.0,calm,88.0
35.8,0.81,73.0,62.0,8.8,135.0,1.0,20.0,1.0,calm,100.0
23.2,0.68,42.0,40.0,9.3,169.0,0.0,45.0,0.0,calm,73.0
12.4,0.53,53.0,64.0,4.1,186.0,0.0,16.0,1.0,calm,65.0
20.5,0.75,45.0,51.0,8.0,121.0,0.0,58.0,1.0,calm,76.0
17.2,0.63,95.0,60.0,5.9,95.0,0.0,71.0,0.0,energetic,92.0
9.9,0.76,43.0,34.0,4.6,276.0,0.0,38.0,1.0,energetic,59.0
39.6,0.81,44.0,100.79555497035366,4.7,185.0,1.0,47.0,1.0,energetic,91.0
24.4,0.65,44.0,38.0,4.7,153.0,0.0,15.0,0.0,energetic,70.0
13.8,0.71,57.0,51.0,5.9,211.0,0.0,60.0,1.0,calm,73.0
22.5,0.68,51.0,50.0,8.9,121.0,1.0,32.0,0.0,energetic,79.0
6.4,0.63,92.0,64.0,8.1,160.0,1.0,67.0,1.0,calm,84.0
28.3,0.83,56.0,47.0,5.5,131.0,1.0,39.0,0.0,calm,91.0
32.9,0.77,49.0,58.0,7.2,122.0,0.0,81.0,1.0,calm,95.0
38.5,0.97,58.0,53.0,4.5,234.0,1.0,75.0,0.0,calm,100.0
15.9,0.66,59.0,62.0,9.2,194.0,1.0,74.0,1.0,energetic,83.0
21.0,0.69,64.0,60.0,8.7,258.0,0.0,71.0,0.0,calm,82.0
14.2,0.57,74.0,60.0,4.3,236.0,0.0,82.0,0.0,energetic,80.0
18.1,0.74,78.0,59.0,5.7,106.0,0.0,53.0,0.0,energetic,87.0
28.4,0.78,51.0,46.0,9.2,126.0,0.0,11.0,1.0,energetic,79.0
37.9,0.69,88.0,66.0,6.5,187.0,0.0,23.0,1.0,calm,100.0
17.0,0.6,73.0,62.0,6.9,95.0,0.0,74.0,0.0,energetic,81.0
22.4,0.79,88.0,71.0,6.4,42.0,0.0,24.0,0.0,energetic,100.0
-28.229844876905396,0.89,40.0,7.866128388523656,4.6,165.0,1.0,45.0,0.0,calm,81.0
10.8,0.56,83.0,62.0,6.2,153.0,0.0,17.0,0.0,,80.0
9.4,0.65,70.0,54.0,8.4,56.0,1.0,48.0,0.0,calm,87.0
21.3,0.55,47.0,60.0,-0.38984673103467404,130.0,0.0,80.0,1.0,calm,75.0
26.6,0.7,84.0,60.0,8.0,56.0,0.0,74.0,1.0,calm,100.0
25.2,0.65,74.0,53.0,4.1,160.0,0.0,48.0,0.0,energetic,87.0
18.5,0.48,72.0,47.0,8.9,131.0,1.0,88.0,0.0,calm,84.0
38.9,0.77,52.0,56.0,4.9,219.0,0.0,43.0,1.0,energetic,93.0
38.1,0.78,79.0,73.0,8.4,147.0,1.0,12.0,1.0,energetic,100.0
28.1,0.93,87.0,64.0,4.9,276.0,1.0,71.0,0.0,energetic,100.0
15.0,0.61,71.0,62.0,7.3,249.0,1.0,33.0,1.0,calm,80.0
5.1,0.59,90.0,75.0,8.5,280.0,0.0,16.0,0.0,calm,79.0
8.0,0.7,76.0,69.0,5.8,63.0,0.0,51.0,0.0,calm,86.0
22.0,0.59,90.0,65.0,9.5,106.0,0.0,60.0,0.0,calm,91.0
33.4,0.82,52.0,56.0,7.4,255.0,1.0,63.0,1.0,energetic,87.0
14.8,0.56,69.0,53.0,6.8,176.0,1.0,84.0,0.0,calm,76.0
13.1,0.71,84.0,72.0,7.5,214.0,1.0,5.0,0.0,energetic,94.0
38.5,0.85,95.0,49.0,9.1,99.0,0.0,17.0,1.0,energetic,100.0
9.2,0.55,89.0,55.0,5.3,111.0,1.0,44.0,1.0,energetic,87.0
12.9,0.64,60.0,42.0,6.5,136.0,0.0,32.0,1.0,energetic,70.0
22.1,0.63,65.0,56.0,6.1,242.0,1.0,16.0,0.0,calm,85.0
8.0,0.52,65.0,62.0,9.3,67.0,0.0,15.0,1.0,calm,67.0
23.9,0.61,86.0,50.0,8.8,248.0,1.0,60.0,0.0,calm,89.0
16.8,0.72,54.0,61.0,8.8,140.0,1.0,69.0,1.0,calm,83.0
12.4,0.78,53.0,52.0,9.8,142.0,0.0,89.0,0.0,calm,70.0
7.8,0.49,54.0,56.0,6.1,150.0,1.0,24.0,0.0,energetic,64.0
38.2,0.82,62.0,64.0,4.8,192.0,0.0,65.0,0.0,calm,97.0
10.7,0.54,56.0,63.0,9.5,184.0,1.0,38.0,0.0,energetic,71.0
26.1,0.81,47.0,44.0,7.4,228.0,1.0,81.0,0.0,calm,81.0
26.3,0.74,82.0,52.0,4.5,178.0,0.0,27.0,0.0,calm,97.0
35.8,1.0,75.0,70.0,4.2,240.0,1.0,9.0,1.0,calm,100.0
31.4,0.67,43.0,63.0,4.4,188.0,1.0,64.0,0.0,energetic,83.0
-27.66837774093527,0.84,49.0,58.0,9.5,246.0,0.0,17.0,1.0,energetic,84.0
17.2,0.67,90.0,59.0,9.1,265.0,1.0,70.0,0.0,calm,82.0
29.2,0.89,66.0,63.0,4.1,35.0,1.0,25.0,0.0,energetic,100.0
30.6,0.63,60.0,67.0,4.8,219.0,0.0,67.0,0.0,calm,83.0
35.3,0.9,93.0,-4.851576459142279,7.4,295.0,0.0,65.0,1.0,energetic,100.0
15.9,0.6,64.0,47.0,5.6,79.0,1.0,19.0,0.0,energetic,77.0
26.1,0.77,84.0,46.0,9.5,39.0,0.0,21.0,1.0,energetic,98.0
29.1,0.88,84.0,70.0,7.4,293.0,0.0,48.0,0.0,energetic,100.0
24.5,0.86,52.0,52.0,8.0,72.0,0.0,22.0,1.0,energetic,94.0
27.5,0.76,80.0,53.0,8.2,280.0,1.0,47.0,0.0,calm,96.0
12.1,0.71,47.0,48.0,9.9,182.0,0.0,82.0,0.0,calm,64.0
27.8,0.87,65.0,66.0,9.5,235.0,0.0,28.0,0.0,energetic,90.0
34.6,0.77,61.0,48.0,7.1,111.0,0.0,63.0,1.0,energetic,96.0
5.5,0.6,65.0,47.0,9.1,125.0,0.0,23.0,1.0,energetic,61.0
9.4,0.57,65.0,40.0,8.9,214.0,0.0,76.0,1.0,energetic,65.0
14.9,0.64,88.0,50.0,6.1,117.0,1.0,59.0,0.0,energetic,88.0
11.3,0.58,56.0,64.0,9.4,218.0,1.0,48.0,0.0,energetic,73.0
26.8,0.85,60.0,54.0,7.1,281.0,0.0,88.0,0.0,calm,92.0
13.9,0.57,58.0,67.0,5.8,292.0,1.0,63.0,0.0,calm,74.0
8.7,0.59,67.0,51.0,7.9,231.0,0.0,24.0,1.0,calm,68.0
35.3,0.83,46.0,44.0,7.1,265.0,1.0,65.0,0.0,calm,92.0
29.8,0.91,77.0,45.0,7.7,175.0,0.0,67.0,1.0,calm,97.0
38.0,0.96,68.0,53.0,4.2,76.0,0.0,84.0,1.0,calm,100.0
5.1,0.39,45.0,59.0,8.6,267.0,1.0,60.0,1.0,energetic,57.0
7.1,0.52,92.0,56.0,9.8,235.0,0.0,31.0,0.0,calm,72.0
30.2,1.0,44.0,48.0,8.7,280.0,0.0,25.0,1.0,calm,86.0
12.8,0.74,64.0,55.0,9.3,156.0,1.0,35.0,1.0,calm,82.0
33.5,0.97,83.0,49.0,5.5,144.0,0.0,64.0,0.0,energetic,100.0
30.4,0.79,48.0,57.0,10.0,295.0,0.0,32.0,0.0,energetic,86.0
22.2,0.67,76.0,54.0,4.8,61.0,1.0,40.0,1.0,energetic,93.0
29.3,0.69,81.0,66.0,8.8,32.0,0.0,90.0,0.0,energetic,100.0
11.7,0.55,54.0,48.0,4.6,241.0,0.0,42.0,1.0,calm,64.0
34.9,0.86,60.0,49.0,9.2,124.0,0.0,6.0,0.0,energetic,91.0
15.9,0.62,95.0,49.0,4.9,199.0,0.0,20.0,0.0,calm,85.0
11.3,0.84,82.0,72.0,4.6,279.0,0.0,44.0,0.0,energetic,90.0
17.0,0.56,56.0,50.0,6.2,160.0,1.0,26.0,0.0,calm,70.0
27.8,0.79,70.0,69.0,7.9,78.0,1.0,56.0,1.0,energetic,97.0
28.6,0.87,89.0,76.0,9.2,202.0,0.0,25.0,0.0,energetic,100.0
11.0,0.48,72.0,69.0,6.4,112.0,1.0,82.0,0.0,energetic,83.0
38.1,0.6,55.0,62.0,7.7,294.0,1.0,13.0,1.0,calm,92.0
14.9,0.56,49.0,64.0,7.9,54.0,1.0,20.0,0.0,energetic,74.0
35.6,0.71,48.0,44.0,6.1,54.0,1.0,42.0,0.0,calm,98.0
32.6,0.86,49.0,61.0,8.1,88.0,0.0,16.0,0.0,energetic,90.0
5.8,0.78,73.0,61.0,5.7,242.0,0.0,36.0,0.0,energetic,73.0
24.5,0.92,46.0,44.0,4.7,250.0,0.0,8.0,1.0,calm,83.0
9.4,0.74,71.0,43.0,9.8,108.0,1.0,59.0,0.0,calm,77.0
37.9,0.9,77.0,66.0,7.7,169.0,0.0,34.0,0.0,calm,100.0
36.4,0.09206388624771766,82.0,70.0,-3.7543203784819754,138.0,0.0,64.0,0.0,calm,100.0
36.0,0.75,50.0,42.0,9.7,143.0,0.0,45.0,0.0,energetic,90.0
20.5,0.78,62.0,51.0,9.4,295.0,0.0,52.0,0.0,calm,75.0
22.1,0.77,66.0,52.0,6.0,36.0,1.0,52.0,1.0,calm,93.0
9.9,0.55,91.0,58.0,6.4,84.0,0.0,48.0,0.0,calm,85.0
21.9,0.87,66.0,69.0,6.9,217.0,0.0,85.0,0.0,energetic,92.0
9.0,0.57,52.0,54.0,8.6,242.0,0.0,22.0,1.0,calm,65.0
21.6,0.62,94.0,62.0,8.7,47.0,0.0,87.0,0.0,calm,95.0
13.2,0.52,42.0,49.0,9.6,76.0,1.0,65.0,1.0,energetic,67.0
25.7,0.87,91.0,63.0,5.3,276.0,0.0,81.0,0.0,calm,100.0
19.1,0.78,85.0,64.0,9.9,192.0,1.0,10.0,0.0,calm,91.0
33.2,0.8,71.0,52.0,9.6,156.0,0.0,74.0,1.0,calm,96.0
31.2,0.91,56.0,46.0,8.5,153.0,1.0,28.0,0.0,calm,94.0
20.2,0.56,54.0,43.0,5.5,191.0,0.0,13.0,0.0,energetic,79.0
15.5,0.77,44.0,60.0,4.1,144.0,1.0,26.0,1.0,calm,72.0
27.7,0.84,50.0,37.0,6.2,43.0,0.0,64.0,1.0,calm,88.0
36.1,1.0,85.0,56.0,6.7,255.0,0.0,90.0,0.0,calm,100.0
20.9,,41.0,48.0,5.9,283.0,1.0,27.0,0.0,energetic,71.0
10.8,0.58,90.0,63.0,9.9,255.0,1.0,19.0,1.0,calm,82.0
12.0,0.71,56.0,50.0,8.9,84.0,0.0,66.0,0.0,calm,75.0
18.7,0.52,56.0,66.0,7.1,172.0,1.0,60.0,0.0,calm,77.0
32.0,0.72,90.0,77.0,9.8,294.0,1.0,32.0,1.0,calm,100.0
33.1,0.67,71.0,49.0,6.4,284.0,1.0,56.0,0.0,energetic,100.0
12.1,0.58,61.0,40.0,9.5,282.0,0.0,85.0,0.0,calm,62.0
38.2,1.0,79.0,56.0,8.6,197.0,0.0,64.0,0.0,calm,100.0
24.9,0.74,90.0,64.0,6.8,180.0,1.0,61.0,0.0,calm,98.0
34.7,0.93,74.0,53.0,4.7,258.0,0.0,17.0,1.0,energetic,100.0
38.7,0.84,69.0,59.0,9.2,148.0,0.0,15.0,1.0,calm,100.0
34.2,0.9,92.0,69.0,7.3,277.0,1.0,24.0,1.0,calm,100.0
10.1,0.65,64.0,53.0,8.0,285.0,1.0,5.0,1.0,energetic,77.0
7.1,0.59,65.0,65.0,8.7,73.0,1.0,66.0,1.0,calm,79.0
36.0,0.86,55.0,47.0,7.4,76.0,0.0,88.0,1.0,calm,99.0
39.5,0.78,52.0,39.0,5.6,226.0,0.0,13.0,1.0,calm,90.0
26.8,0.63,56.0,43.0,5.7,217.0,0.0,79.0,0.0,calm,81.0
31.8,0.87,60.0,57.0,4.5,35.0,1.0,31.0,0.0,calm,100.0
9.8,0.56,65.0,47.0,7.9,246.0,1.0,47.0,0.0,calm,70.0
26.8,0.88,45.0,59.0,6.9,72.0,1.0,39.0,1.0,calm,95.0
16.8,0.61,61.0,59.0,7.9,283.0,1.0,62.0,1.0,calm,79.0
25.6,0.82,91.0,71.0,6.2,203.0,0.0,40.0,1.0,energetic,98.0
31.9,0.89,55.0,53.0,4.1,237.0,0.0,70.0,0.0,energetic,89.0
10.8,0.6,94.0,55.0,4.4,144.0,1.0,80.0,1.0,energetic,80.0
7.1,0.51,75.0,59.0,5.2,226.0,1.0,75.0,1.0,energetic,72.0
9.4,0.57,91.0,49.0,7.0,269.0,0.0,82.0,0.0,calm,78.0
37.9,0.71,62.0,59.0,8.7,196.0,1.0,8.0,0.0,energetic,93.0
8.3,0.52,71.0,50.0,8.5,155.0,1.0,43.0,1.0,calm,73.0
32.3,0.83,40.0,58.0,9.4,280.0,0.0,27.0,0.0,energetic,83.0
19.1,0.56,63.0,48.0,4.8,204.0,0.0,89.0,0.0,energetic,74.0
27.3,1.0,63.0,55.0,8.9,221.0,0.0,29.0,1.0,energetic,90.0
34.5,0.75,62.0,58.0,7.4,269.0,1.0,87.0,0.0,calm,100.0
31.3,0.81,87.0,47.0,7.8,285.0,0.0,59.0,0.0,calm,100.0
16.6,0.75,51.0,48.0,4.1,179.0,0.0,53.0,0.0,calm,74.0
37.1,0.87,61.0,57.0,7.3,251.0,1.0,54.0,1.0,energetic,100.0
32.1,0.97,69.0,51.0,7.5,114.0,,39.0,0.0,calm,100.0
29.3,0.78,67.0,43.0,5.2,40.0,1.0,82.0,0.0,energetic,95.0
23.4,0.71,-1.5197054563809758,48.0,5.8,164.0,1.0,42.0,1.0,calm,92.0
18.2,0.56,52.0,38.0,9.3,277.0,1.0,86.0,1.0,calm,69.0
20.0,0.55,59.0,50.0,7.5,80.0,0.0,89.0,1.0,energetic,80.0
28.8,0.77,40.0,32.0,9.6,271.0,0.0,70.0,0.0,energetic,75.0
27.0,0.87,42.0,38.0,9.3,262.0,0.0,33.0,0.0,calm,73.0
35.5,0.83,47.0,53.0,7.7,66.0,1.0,31.0,0.0,calm,96.0
29.6,0.95,54.0,49.0,5.0,193.0,1.0,84.0,0.0,calm,93.0
32.3,0.73,46.0,48.0,6.9,142.0,1.0,83.0,,calm,92.0
26.3,0.61,51.0,37.0,8.3,75.0,0.0,7.0,1.0,calm,80.0
36.1,0.9,48.0,59.0,6.6,61.0,0.0,33.0,1.0,calm,100.0
8.2,0.74,93.0,60.0,9.1,70.0,0.0,61.0,1.0,energetic,88.0
35.3,0.75,44.0,41.0,6.6,256.0,1.0,6.0,0.0,energetic,89.0
13.8,0.72,48.0,41.0,9.3,62.0,0.0,52.0,0.0,calm,67.0
28.1,0.72,64.0,44.0,7.7,195.0,1.0,14.0,1.0,calm,90.0
15.1,0.58,45.0,40.0,10.0,244.0,0.0,66.0,0.0,energetic,62.0
25.4,0.87,71.0,65.0,6.7,271.0,1.0,13.0,1.0,calm,93.0
